"Park name","System","Implementing agency","Unit type","Core park","Week start","Weekly vehicle visits","Data source"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2017-11-27,826,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2017-12-04,980,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2017-12-11,903,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2017-12-18,980,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2017-12-25,1148,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2018-01-01,1176,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2018-01-08,588,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2018-01-15,735,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2018-01-22,735,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2018-01-29,938,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2018-02-05,1071,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2018-02-12,1358,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2018-02-19,1281,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2018-02-26,931,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2018-03-05,1078,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2018-03-12,1008,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2018-03-19,938,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2018-03-26,357,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2018-04-02,1071,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2018-04-09,1834,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2018-04-16,994,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2018-04-23,1834,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2018-04-30,1169,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2018-05-07,1253,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2018-05-14,2506,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2018-05-21,2450,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2018-05-28,1743,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2018-06-04,1785,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2018-06-11,2898,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2018-06-18,2009,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2018-06-25,1610,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2018-07-02,3241,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2018-07-09,2198,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2018-07-16,2303,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2018-07-23,3402,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2018-07-30,2653,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2018-08-06,2968,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2018-08-13,2345,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2018-08-20,2604,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2018-08-27,2338,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2018-09-03,2051,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2018-09-10,1638,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2018-09-17,1435,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2018-09-24,819,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2018-10-01,1673,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2018-10-08,1232,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2018-10-15,1232,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2018-10-22,1078,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2018-10-29,1057,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2018-11-05,945,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2018-11-12,896,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2018-11-19,847,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2018-11-26,896,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2018-12-03,707,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2018-12-10,994,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2018-12-17,1085,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2018-12-24,854,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2018-12-31,679,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2019-01-07,868,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2019-01-14,462,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2019-01-21,742,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2019-01-28,511,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2019-02-04,1029,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2019-02-11,637,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2019-02-18,861,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2019-02-25,658,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2019-03-04,630,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2019-03-11,791,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2019-03-18,931,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2019-03-25,819,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2019-04-01,791,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2019-04-08,637,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2019-04-15,1512,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2019-04-22,847,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2019-04-29,1533,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2019-05-06,756,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2019-05-13,1225,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2019-05-20,1393,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2019-05-27,1526,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2019-06-03,1596,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2019-06-10,1904,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2019-06-17,1645,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2019-06-24,2191,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2019-07-01,2121,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2019-07-08,2002,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2019-07-15,1883,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2019-07-22,3108,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2019-07-29,3381,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2019-08-05,1589,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2019-08-12,1771,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2019-08-19,1911,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2019-08-26,1568,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2019-09-02,1120,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2019-09-09,896,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2019-09-16,987,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2019-09-23,1008,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2019-09-30,952,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2019-10-07,1134,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2019-10-14,763,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2019-10-21,441,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2019-10-28,448,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2019-11-04,497,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2019-11-11,448,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2019-11-18,448,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2019-11-25,469,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2019-12-02,686,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2019-12-09,539,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2019-12-16,609,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2019-12-23,196,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2019-12-30,434,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2020-01-06,378,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2020-01-13,378,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2020-01-20,357,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2020-01-27,539,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2020-02-03,483,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2020-02-10,539,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2020-02-17,399,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2020-02-24,371,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2020-03-02,602,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2020-03-09,553,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2020-03-16,385,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2020-03-23,574,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2020-03-30,826,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2020-04-06,854,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2020-04-13,1225,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2020-04-20,854,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2020-04-27,840,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2020-05-04,882,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2020-05-11,854,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2020-05-18,945,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2020-05-25,910,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2020-06-01,1050,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2020-06-08,1113,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2020-06-15,1204,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2020-06-22,1050,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2020-06-29,959,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2020-07-06,1218,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2020-07-13,672,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2020-07-20,994,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2020-07-27,1491,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2020-08-03,1190,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2020-08-10,1463,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2020-08-17,1533,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2020-08-24,1092,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2020-08-31,847,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2020-09-07,714,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2020-09-14,784,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2020-09-21,1036,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2020-09-28,504,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2020-10-05,574,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2020-10-12,721,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2020-10-19,252,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2020-10-26,679,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2020-11-02,504,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2020-11-09,679,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2020-11-16,357,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2020-11-23,252,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2020-11-30,399,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2020-12-07,399,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2020-12-14,581,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2020-12-21,364,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2020-12-28,280,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2021-01-04,287,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2021-01-11,315,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2021-01-18,448,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2021-01-25,287,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2021-02-01,308,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2021-02-08,329,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2021-02-15,357,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2021-02-22,588,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2021-03-01,812,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2021-03-08,1092,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2021-03-15,735,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2021-03-22,889,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2021-03-29,1036,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2021-04-05,567,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2021-04-12,455,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2021-04-19,490,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2021-04-26,840,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2021-05-03,1099,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2021-05-10,1057,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2021-05-17,1022,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2021-05-24,826,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2021-05-31,1610,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2021-06-07,1267,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2021-06-14,1155,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2021-06-21,1267,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2021-06-28,2058,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2021-07-05,1652,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2021-07-12,2002,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2021-07-19,3339,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2021-07-26,1939,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2021-08-02,1617,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2021-08-09,2765,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2021-08-16,1582,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2021-08-23,1918,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2021-08-30,903,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2021-09-06,357,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2021-09-13,1043,"Weekly StreetLight"
"Above the Falls","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,2021-09-20,973,"Weekly StreetLight"
