"Park name","System","Unit type","Core park","Week start","Weekly vehicle visits","Data source"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2017-11-27,399,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2017-12-04,301,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2017-12-11,203,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2017-12-18,203,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2017-12-25,301,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2018-01-01,98,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2018-01-08,98,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2018-01-15,581,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2018-01-22,385,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2018-01-29,378,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2018-02-05,91,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2018-02-12,728,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2018-02-19,637,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2018-02-26,364,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2018-03-05,343,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2018-03-12,602,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2018-03-19,427,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2018-03-26,504,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2018-04-02,420,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2018-04-09,749,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2018-04-16,749,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2018-04-23,3430,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2018-04-30,3381,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2018-05-07,1953,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2018-05-14,3913,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2018-05-21,4053,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2018-05-28,2282,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2018-06-04,2933,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2018-06-11,2933,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2018-06-18,3577,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2018-06-25,2492,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2018-07-02,4312,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2018-07-09,2737,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2018-07-16,3696,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2018-07-23,3353,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2018-07-30,2520,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2018-08-06,2646,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2018-08-13,3325,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2018-08-20,3465,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2018-08-27,3136,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2018-09-03,2324,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2018-09-10,1778,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2018-09-17,2051,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2018-09-24,2597,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2018-10-01,1008,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2018-10-08,1071,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2018-10-15,1071,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2018-10-22,1134,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2018-10-29,350,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2018-11-05,336,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2018-11-12,448,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2018-11-19,952,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2018-11-26,490,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2018-12-03,308,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2018-12-10,308,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2018-12-17,259,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2018-12-24,672,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2018-12-31,392,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2019-01-07,553,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2019-01-14,427,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2019-01-21,329,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2019-01-28,315,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2019-02-04,105,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2019-02-11,924,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2019-02-18,252,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2019-02-25,217,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2019-03-04,287,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2019-03-11,287,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2019-03-18,1428,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2019-03-25,1463,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2019-04-01,1316,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2019-04-08,980,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2019-04-15,3234,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2019-04-22,2121,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2019-04-29,4011,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2019-05-06,1708,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2019-05-13,2261,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2019-05-20,3514,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2019-05-27,3052,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2019-06-03,2898,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2019-06-10,3500,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2019-06-17,2898,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2019-06-24,2870,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2019-07-01,3479,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2019-07-08,3311,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2019-07-15,4109,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2019-07-22,2569,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2019-07-29,4039,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2019-08-05,3892,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2019-08-12,2828,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2019-08-19,3136,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2019-08-26,4844,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2019-09-02,1484,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2019-09-09,2464,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2019-09-16,2625,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2019-09-23,1932,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2019-09-30,1512,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2019-10-07,1575,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2019-10-14,2275,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2019-10-21,1456,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2019-10-28,770,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2019-11-04,210,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2019-11-11,539,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2019-11-18,357,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2019-11-25,182,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2019-12-02,280,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2019-12-09,336,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2019-12-16,280,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2019-12-23,679,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2019-12-30,406,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2020-01-06,532,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2020-01-13,77,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2020-01-20,637,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2020-01-27,553,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2020-02-03,252,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2020-02-10,280,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2020-02-17,602,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2020-02-24,406,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2020-03-02,1316,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2020-03-09,1260,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2020-03-16,1127,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2020-03-23,1561,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2020-03-30,2639,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2020-04-06,2212,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2020-04-13,3017,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2020-04-20,3794,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2020-04-27,4410,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2020-05-04,3353,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2020-05-11,2919,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2020-05-18,3843,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2020-05-25,5943,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2020-06-01,3843,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2020-06-08,5488,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2020-06-15,5299,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2020-06-22,4165,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2020-06-29,3500,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2020-07-06,3962,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2020-07-13,3934,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2020-07-20,5152,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2020-07-27,4774,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2020-08-03,4760,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2020-08-10,5012,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2020-08-17,4410,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2020-08-24,5313,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2020-08-31,5425,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2020-09-07,2562,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2020-09-14,3094,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2020-09-21,4018,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2020-09-28,2450,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2020-10-05,5383,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2020-10-12,2226,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2020-10-19,462,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2020-10-26,952,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2020-11-02,2268,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2020-11-09,427,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2020-11-16,714,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2020-11-23,1407,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2020-11-30,1526,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2020-12-07,1358,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2020-12-14,959,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2020-12-21,1015,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2020-12-28,931,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2021-01-04,567,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2021-01-11,714,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2021-01-18,819,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2021-01-25,378,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2021-02-01,371,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2021-02-08,826,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2021-02-15,469,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2021-02-22,1043,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2021-03-01,2422,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2021-03-08,1561,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2021-03-15,1995,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2021-03-22,1820,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2021-03-29,3206,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2021-04-05,2387,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2021-04-12,2807,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2021-04-19,1883,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2021-04-26,3094,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2021-05-03,2506,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2021-05-10,3836,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2021-05-17,3927,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2021-05-24,4669,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2021-05-31,5257,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2021-06-07,3227,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2021-06-14,3773,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2021-06-21,4767,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2021-06-28,2541,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2021-07-05,4543,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2021-07-12,3633,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2021-07-19,3178,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2021-07-26,3899,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2021-08-02,4718,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2021-08-09,4242,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2021-08-16,3101,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2021-08-23,2499,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2021-08-30,4074,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2021-09-06,3703,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2021-09-13,2884,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2021-09-20,2912,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2021-09-27,3227,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2021-10-04,2450,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2021-10-11,3479,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2021-10-18,2800,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2021-10-25,1708,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2021-11-01,1232,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2021-11-08,1078,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2021-11-15,658,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2021-11-22,1127,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2021-11-29,462,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2021-12-06,595,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2021-12-13,168,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2021-12-20,546,"Weekly StreetLight"
"Alexander Ramsey Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2021-12-27,217,"Weekly StreetLight"
"Belle Prairie Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2017-11-27,98,"Imputed"
"Belle Prairie Park","Greater Minnesota Regional Parks & Trails","Regional Park",TRUE,2017-12-04,98,"Imputed"
