"Park name","System","Implementing agency","Unit type","Core park","Season","Vehicle visits"
"Long Lake","Metropolitan Regional Park System","Ramsey County Parks and Recreation","Regional Park",TRUE,"Winter-2020",59029
"Long Lake","Metropolitan Regional Park System","Ramsey County Parks and Recreation","Regional Park",TRUE,"Winter-2021",15562
"Long Lake","Metropolitan Regional Park System","Ramsey County Parks and Recreation","Regional Park",TRUE,"Winter-2022",2156
"Maplewood","Department of Natural Resources State Park","DNR","State Park",TRUE,"Fall-2018",34602
"Maplewood","Department of Natural Resources State Park","DNR","State Park",TRUE,"Fall-2019",42446
"Maplewood","Department of Natural Resources State Park","DNR","State Park",TRUE,"Fall-2020",56525
"Maplewood","Department of Natural Resources State Park","DNR","State Park",TRUE,"Fall-2021",43189
"Maplewood","Department of Natural Resources State Park","DNR","State Park",TRUE,"Spring-2018",19532
"Maplewood","Department of Natural Resources State Park","DNR","State Park",TRUE,"Spring-2019",12544
"Maplewood","Department of Natural Resources State Park","DNR","State Park",TRUE,"Spring-2020",16518
"Maplewood","Department of Natural Resources State Park","DNR","State Park",TRUE,"Spring-2021",19809
"Maplewood","Department of Natural Resources State Park","DNR","State Park",TRUE,"Summer-2018",52541
"Maplewood","Department of Natural Resources State Park","DNR","State Park",TRUE,"Summer-2019",53638
"Maplewood","Department of Natural Resources State Park","DNR","State Park",TRUE,"Summer-2020",50240
"Maplewood","Department of Natural Resources State Park","DNR","State Park",TRUE,"Summer-2021",43601
"Maplewood","Department of Natural Resources State Park","DNR","State Park",TRUE,"Winter-2018",4851
"Maplewood","Department of Natural Resources State Park","DNR","State Park",TRUE,"Winter-2019",6230
"Maplewood","Department of Natural Resources State Park","DNR","State Park",TRUE,"Winter-2020",3508
"Maplewood","Department of Natural Resources State Park","DNR","State Park",TRUE,"Winter-2021",5900
"Maplewood","Department of Natural Resources State Park","DNR","State Park",TRUE,"Winter-2022",1212
"Martin-Island-Linwood","Metropolitan Regional Park System","Anoka County Parks and Recreation","Regional Park",TRUE,"Fall-2018",2684
"Martin-Island-Linwood","Metropolitan Regional Park System","Anoka County Parks and Recreation","Regional Park",TRUE,"Fall-2019",2608
"Martin-Island-Linwood","Metropolitan Regional Park System","Anoka County Parks and Recreation","Regional Park",TRUE,"Fall-2020",3653
"Martin-Island-Linwood","Metropolitan Regional Park System","Anoka County Parks and Recreation","Regional Park",TRUE,"Fall-2021",3855
"Martin-Island-Linwood","Metropolitan Regional Park System","Anoka County Parks and Recreation","Regional Park",TRUE,"Spring-2018",4911
"Martin-Island-Linwood","Metropolitan Regional Park System","Anoka County Parks and Recreation","Regional Park",TRUE,"Spring-2019",4149
"Martin-Island-Linwood","Metropolitan Regional Park System","Anoka County Parks and Recreation","Regional Park",TRUE,"Spring-2020",6663
"Martin-Island-Linwood","Metropolitan Regional Park System","Anoka County Parks and Recreation","Regional Park",TRUE,"Spring-2021",5682
"Martin-Island-Linwood","Metropolitan Regional Park System","Anoka County Parks and Recreation","Regional Park",TRUE,"Summer-2018",11886
"Martin-Island-Linwood","Metropolitan Regional Park System","Anoka County Parks and Recreation","Regional Park",TRUE,"Summer-2019",13488
"Martin-Island-Linwood","Metropolitan Regional Park System","Anoka County Parks and Recreation","Regional Park",TRUE,"Summer-2020",18822
"Martin-Island-Linwood","Metropolitan Regional Park System","Anoka County Parks and Recreation","Regional Park",TRUE,"Summer-2021",15658
"Martin-Island-Linwood","Metropolitan Regional Park System","Anoka County Parks and Recreation","Regional Park",TRUE,"Winter-2018",3283
"Martin-Island-Linwood","Metropolitan Regional Park System","Anoka County Parks and Recreation","Regional Park",TRUE,"Winter-2019",4143
"Martin-Island-Linwood","Metropolitan Regional Park System","Anoka County Parks and Recreation","Regional Park",TRUE,"Winter-2020",3088
"Martin-Island-Linwood","Metropolitan Regional Park System","Anoka County Parks and Recreation","Regional Park",TRUE,"Winter-2021",5819
"Martin-Island-Linwood","Metropolitan Regional Park System","Anoka County Parks and Recreation","Regional Park",TRUE,"Winter-2022",1122
"MB Johnson Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Fall-2018",4770
"MB Johnson Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Fall-2019",11869
"MB Johnson Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Fall-2020",7973
"MB Johnson Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Fall-2021",7832
"MB Johnson Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Spring-2018",4602
"MB Johnson Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Spring-2019",5183
"MB Johnson Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Spring-2020",9140
"MB Johnson Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Spring-2021",10608
"MB Johnson Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Summer-2018",13501
"MB Johnson Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Summer-2019",12614
"MB Johnson Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Summer-2020",13086
"MB Johnson Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Summer-2021",16881
"MB Johnson Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Winter-2018",2989
"MB Johnson Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Winter-2019",2614
"MB Johnson Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Winter-2020",3462
"MB Johnson Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Winter-2021",4477
"MB Johnson Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Winter-2022",1163
"McCarthy Beach","Department of Natural Resources State Park","DNR","State Park",TRUE,"Fall-2018",8131
"McCarthy Beach","Department of Natural Resources State Park","DNR","State Park",TRUE,"Fall-2019",4374
"McCarthy Beach","Department of Natural Resources State Park","DNR","State Park",TRUE,"Fall-2020",5686
"McCarthy Beach","Department of Natural Resources State Park","DNR","State Park",TRUE,"Fall-2021",3479
"McCarthy Beach","Department of Natural Resources State Park","DNR","State Park",TRUE,"Spring-2018",19669
"McCarthy Beach","Department of Natural Resources State Park","DNR","State Park",TRUE,"Spring-2019",3432
"McCarthy Beach","Department of Natural Resources State Park","DNR","State Park",TRUE,"Spring-2020",2323
"McCarthy Beach","Department of Natural Resources State Park","DNR","State Park",TRUE,"Spring-2021",7788
"McCarthy Beach","Department of Natural Resources State Park","DNR","State Park",TRUE,"Summer-2018",63148
"McCarthy Beach","Department of Natural Resources State Park","DNR","State Park",TRUE,"Summer-2019",51562
"McCarthy Beach","Department of Natural Resources State Park","DNR","State Park",TRUE,"Summer-2020",52894
"McCarthy Beach","Department of Natural Resources State Park","DNR","State Park",TRUE,"Summer-2021",47935
"McCarthy Beach","Department of Natural Resources State Park","DNR","State Park",TRUE,"Winter-2018",7885
"McCarthy Beach","Department of Natural Resources State Park","DNR","State Park",TRUE,"Winter-2019",2058
"McCarthy Beach","Department of Natural Resources State Park","DNR","State Park",TRUE,"Winter-2020",1663
"McCarthy Beach","Department of Natural Resources State Park","DNR","State Park",TRUE,"Winter-2021",738
"McCarthy Beach","Department of Natural Resources State Park","DNR","State Park",TRUE,"Winter-2022",210
"Miesville Ravine","Metropolitan Regional Park System","Dakota County Parks","Regional Park",TRUE,"Fall-2018",2275
"Miesville Ravine","Metropolitan Regional Park System","Dakota County Parks","Regional Park",TRUE,"Fall-2019",1132
"Miesville Ravine","Metropolitan Regional Park System","Dakota County Parks","Regional Park",TRUE,"Fall-2020",1913
"Miesville Ravine","Metropolitan Regional Park System","Dakota County Parks","Regional Park",TRUE,"Fall-2021",1406
"Miesville Ravine","Metropolitan Regional Park System","Dakota County Parks","Regional Park",TRUE,"Spring-2018",2107
"Miesville Ravine","Metropolitan Regional Park System","Dakota County Parks","Regional Park",TRUE,"Spring-2019",2064
"Miesville Ravine","Metropolitan Regional Park System","Dakota County Parks","Regional Park",TRUE,"Spring-2020",6262
"Miesville Ravine","Metropolitan Regional Park System","Dakota County Parks","Regional Park",TRUE,"Spring-2021",3752
"Miesville Ravine","Metropolitan Regional Park System","Dakota County Parks","Regional Park",TRUE,"Summer-2018",3053
"Miesville Ravine","Metropolitan Regional Park System","Dakota County Parks","Regional Park",TRUE,"Summer-2019",3661
"Miesville Ravine","Metropolitan Regional Park System","Dakota County Parks","Regional Park",TRUE,"Summer-2020",6317
"Miesville Ravine","Metropolitan Regional Park System","Dakota County Parks","Regional Park",TRUE,"Summer-2021",3891
"Miesville Ravine","Metropolitan Regional Park System","Dakota County Parks","Regional Park",TRUE,"Winter-2018",1031
"Miesville Ravine","Metropolitan Regional Park System","Dakota County Parks","Regional Park",TRUE,"Winter-2019",1505
"Miesville Ravine","Metropolitan Regional Park System","Dakota County Parks","Regional Park",TRUE,"Winter-2020",1250
"Miesville Ravine","Metropolitan Regional Park System","Dakota County Parks","Regional Park",TRUE,"Winter-2021",2039
"Miesville Ravine","Metropolitan Regional Park System","Dakota County Parks","Regional Park",TRUE,"Winter-2022",183
"Milford Mine Memorial Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Fall-2018",717
"Milford Mine Memorial Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Fall-2019",672
"Milford Mine Memorial Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Fall-2020",835
"Milford Mine Memorial Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Fall-2021",543
"Milford Mine Memorial Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Spring-2018",387
"Milford Mine Memorial Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Spring-2019",1036
"Milford Mine Memorial Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Spring-2020",677
"Milford Mine Memorial Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Spring-2021",1099
"Milford Mine Memorial Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Summer-2018",958
"Milford Mine Memorial Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Summer-2019",2153
"Milford Mine Memorial Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Summer-2020",1996
"Milford Mine Memorial Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Summer-2021",1846
"Milford Mine Memorial Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Winter-2018",360
"Milford Mine Memorial Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Winter-2019",719
"Milford Mine Memorial Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Winter-2020",332
"Milford Mine Memorial Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Winter-2021",417
"Milford Mine Memorial Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Winter-2022",59
"Mille Lacs Kathio","Department of Natural Resources State Park","DNR","State Park",TRUE,"Fall-2018",20851
"Mille Lacs Kathio","Department of Natural Resources State Park","DNR","State Park",TRUE,"Fall-2019",21652
"Mille Lacs Kathio","Department of Natural Resources State Park","DNR","State Park",TRUE,"Fall-2020",23821
"Mille Lacs Kathio","Department of Natural Resources State Park","DNR","State Park",TRUE,"Fall-2021",18812
"Mille Lacs Kathio","Department of Natural Resources State Park","DNR","State Park",TRUE,"Spring-2018",12794
"Mille Lacs Kathio","Department of Natural Resources State Park","DNR","State Park",TRUE,"Spring-2019",17531
"Mille Lacs Kathio","Department of Natural Resources State Park","DNR","State Park",TRUE,"Spring-2020",15611
"Mille Lacs Kathio","Department of Natural Resources State Park","DNR","State Park",TRUE,"Spring-2021",19065
"Mille Lacs Kathio","Department of Natural Resources State Park","DNR","State Park",TRUE,"Summer-2018",48034
"Mille Lacs Kathio","Department of Natural Resources State Park","DNR","State Park",TRUE,"Summer-2019",32205
"Mille Lacs Kathio","Department of Natural Resources State Park","DNR","State Park",TRUE,"Summer-2020",33700
"Mille Lacs Kathio","Department of Natural Resources State Park","DNR","State Park",TRUE,"Summer-2021",29457
"Mille Lacs Kathio","Department of Natural Resources State Park","DNR","State Park",TRUE,"Winter-2018",10269
"Mille Lacs Kathio","Department of Natural Resources State Park","DNR","State Park",TRUE,"Winter-2019",13411
"Mille Lacs Kathio","Department of Natural Resources State Park","DNR","State Park",TRUE,"Winter-2020",15441
"Mille Lacs Kathio","Department of Natural Resources State Park","DNR","State Park",TRUE,"Winter-2021",28306
"Mille Lacs Kathio","Department of Natural Resources State Park","DNR","State Park",TRUE,"Winter-2022",2881
"Minneapolis Chain of Lakes (exclusive boundary)","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,"Fall-2018",128025
"Minneapolis Chain of Lakes (exclusive boundary)","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,"Fall-2019",130633
"Minneapolis Chain of Lakes (exclusive boundary)","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,"Fall-2020",192017
"Minneapolis Chain of Lakes (exclusive boundary)","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,"Fall-2021",165412
"Minneapolis Chain of Lakes (exclusive boundary)","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,"Spring-2018",177603
"Minneapolis Chain of Lakes (exclusive boundary)","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,"Spring-2019",205740
"Minneapolis Chain of Lakes (exclusive boundary)","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,"Spring-2020",213208
"Minneapolis Chain of Lakes (exclusive boundary)","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,"Spring-2021",285978
"Minneapolis Chain of Lakes (exclusive boundary)","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,"Summer-2018",456069
"Minneapolis Chain of Lakes (exclusive boundary)","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,"Summer-2019",553488
"Minneapolis Chain of Lakes (exclusive boundary)","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,"Summer-2020",595000
"Minneapolis Chain of Lakes (exclusive boundary)","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,"Summer-2021",494634
"Minneapolis Chain of Lakes (exclusive boundary)","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,"Winter-2018",77798
"Minneapolis Chain of Lakes (exclusive boundary)","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,"Winter-2019",74981
"Minneapolis Chain of Lakes (exclusive boundary)","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,"Winter-2020",67892
"Minneapolis Chain of Lakes (exclusive boundary)","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,"Winter-2021",135485
"Minneapolis Chain of Lakes (exclusive boundary)","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,"Winter-2022",11191
"Minneapolis Chain of Lakes (inclusive boundary)","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",FALSE,"Fall-2018",237292
"Minneapolis Chain of Lakes (inclusive boundary)","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",FALSE,"Fall-2019",230004
"Minneapolis Chain of Lakes (inclusive boundary)","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",FALSE,"Fall-2020",309686
"Minneapolis Chain of Lakes (inclusive boundary)","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",FALSE,"Fall-2021",251734
"Minneapolis Chain of Lakes (inclusive boundary)","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",FALSE,"Spring-2018",310696
"Minneapolis Chain of Lakes (inclusive boundary)","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",FALSE,"Spring-2019",349037
"Minneapolis Chain of Lakes (inclusive boundary)","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",FALSE,"Spring-2020",348804
"Minneapolis Chain of Lakes (inclusive boundary)","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",FALSE,"Spring-2021",447765
"Minneapolis Chain of Lakes (inclusive boundary)","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",FALSE,"Summer-2018",725613
"Minneapolis Chain of Lakes (inclusive boundary)","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",FALSE,"Summer-2019",838425
"Minneapolis Chain of Lakes (inclusive boundary)","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",FALSE,"Summer-2020",879861
"Minneapolis Chain of Lakes (inclusive boundary)","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",FALSE,"Summer-2021",709372
"Minneapolis Chain of Lakes (inclusive boundary)","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",FALSE,"Winter-2018",145243
"Minneapolis Chain of Lakes (inclusive boundary)","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",FALSE,"Winter-2019",156700
"Minneapolis Chain of Lakes (inclusive boundary)","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",FALSE,"Winter-2020",125800
"Minneapolis Chain of Lakes (inclusive boundary)","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",FALSE,"Winter-2021",219560
"Minneapolis Chain of Lakes (inclusive boundary)","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",FALSE,"Winter-2022",21504
"Minnehaha (exclusive boundary)","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,"Fall-2018",171826
"Minnehaha (exclusive boundary)","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,"Fall-2019",240216
"Minnehaha (exclusive boundary)","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,"Fall-2020",282466
"Minnehaha (exclusive boundary)","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,"Fall-2021",274939
"Minnehaha (exclusive boundary)","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,"Spring-2018",247943
"Minnehaha (exclusive boundary)","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,"Spring-2019",287962
"Minnehaha (exclusive boundary)","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,"Spring-2020",271737
"Minnehaha (exclusive boundary)","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,"Spring-2021",411887
"Minnehaha (exclusive boundary)","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,"Summer-2018",430775
"Minnehaha (exclusive boundary)","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,"Summer-2019",608254
"Minnehaha (exclusive boundary)","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,"Summer-2020",546273
"Minnehaha (exclusive boundary)","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,"Summer-2021",624944
"Minnehaha (exclusive boundary)","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,"Winter-2018",109804
"Minnehaha (exclusive boundary)","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,"Winter-2019",108169
"Minnehaha (exclusive boundary)","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,"Winter-2020",135768
"Minnehaha (exclusive boundary)","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,"Winter-2021",189754
"Minnehaha (exclusive boundary)","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",TRUE,"Winter-2022",66647
"Minnehaha (inclusive boundary)","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",FALSE,"Fall-2018",184280
"Minnehaha (inclusive boundary)","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",FALSE,"Fall-2019",247753
"Minnehaha (inclusive boundary)","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",FALSE,"Fall-2020",286747
"Minnehaha (inclusive boundary)","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",FALSE,"Fall-2021",278369
"Minnehaha (inclusive boundary)","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",FALSE,"Spring-2018",263966
"Minnehaha (inclusive boundary)","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",FALSE,"Spring-2019",296802
"Minnehaha (inclusive boundary)","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",FALSE,"Spring-2020",278560
"Minnehaha (inclusive boundary)","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",FALSE,"Spring-2021",419385
"Minnehaha (inclusive boundary)","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",FALSE,"Summer-2018",453121
"Minnehaha (inclusive boundary)","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",FALSE,"Summer-2019",624908
"Minnehaha (inclusive boundary)","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",FALSE,"Summer-2020",560768
"Minnehaha (inclusive boundary)","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",FALSE,"Summer-2021",637528
"Minnehaha (inclusive boundary)","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",FALSE,"Winter-2018",124051
"Minnehaha (inclusive boundary)","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",FALSE,"Winter-2019",114607
"Minnehaha (inclusive boundary)","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",FALSE,"Winter-2020",139684
"Minnehaha (inclusive boundary)","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",FALSE,"Winter-2021",191999
"Minnehaha (inclusive boundary)","Metropolitan Regional Park System","Minneapolis Park and Recreation Board","Regional Park",FALSE,"Winter-2022",53732
"Minneopa","Department of Natural Resources State Park","DNR","State Park",TRUE,"Fall-2018",21365
"Minneopa","Department of Natural Resources State Park","DNR","State Park",TRUE,"Fall-2019",24159
"Minneopa","Department of Natural Resources State Park","DNR","State Park",TRUE,"Fall-2020",39310
"Minneopa","Department of Natural Resources State Park","DNR","State Park",TRUE,"Fall-2021",28935
"Minneopa","Department of Natural Resources State Park","DNR","State Park",TRUE,"Spring-2018",16084
"Minneopa","Department of Natural Resources State Park","DNR","State Park",TRUE,"Spring-2019",22301
"Minneopa","Department of Natural Resources State Park","DNR","State Park",TRUE,"Spring-2020",38686
"Minneopa","Department of Natural Resources State Park","DNR","State Park",TRUE,"Spring-2021",35455
"Minneopa","Department of Natural Resources State Park","DNR","State Park",TRUE,"Summer-2018",60046
"Minneopa","Department of Natural Resources State Park","DNR","State Park",TRUE,"Summer-2019",60162
"Minneopa","Department of Natural Resources State Park","DNR","State Park",TRUE,"Summer-2020",97118
"Minneopa","Department of Natural Resources State Park","DNR","State Park",TRUE,"Summer-2021",58353
"Minneopa","Department of Natural Resources State Park","DNR","State Park",TRUE,"Winter-2018",2691
"Minneopa","Department of Natural Resources State Park","DNR","State Park",TRUE,"Winter-2019",5264
"Minneopa","Department of Natural Resources State Park","DNR","State Park",TRUE,"Winter-2020",5071
"Minneopa","Department of Natural Resources State Park","DNR","State Park",TRUE,"Winter-2021",12546
"Minneopa","Department of Natural Resources State Park","DNR","State Park",TRUE,"Winter-2022",1263
"Minnesota Valley","Department of Natural Resources State Park","DNR","State Recreation Area",TRUE,"Fall-2018",5684
"Minnesota Valley","Department of Natural Resources State Park","DNR","State Recreation Area",TRUE,"Fall-2019",3344
"Minnesota Valley","Department of Natural Resources State Park","DNR","State Recreation Area",TRUE,"Fall-2020",10571
"Minnesota Valley","Department of Natural Resources State Park","DNR","State Recreation Area",TRUE,"Fall-2021",5400
"Minnesota Valley","Department of Natural Resources State Park","DNR","State Recreation Area",TRUE,"Spring-2018",4663
"Minnesota Valley","Department of Natural Resources State Park","DNR","State Recreation Area",TRUE,"Spring-2019",2345
"Minnesota Valley","Department of Natural Resources State Park","DNR","State Recreation Area",TRUE,"Spring-2020",8761
"Minnesota Valley","Department of Natural Resources State Park","DNR","State Recreation Area",TRUE,"Spring-2021",10144
"Minnesota Valley","Department of Natural Resources State Park","DNR","State Recreation Area",TRUE,"Summer-2018",6513
"Minnesota Valley","Department of Natural Resources State Park","DNR","State Recreation Area",TRUE,"Summer-2019",3484
"Minnesota Valley","Department of Natural Resources State Park","DNR","State Recreation Area",TRUE,"Summer-2020",11916
"Minnesota Valley","Department of Natural Resources State Park","DNR","State Recreation Area",TRUE,"Summer-2021",9386
"Minnesota Valley","Department of Natural Resources State Park","DNR","State Recreation Area",TRUE,"Winter-2018",6766
"Minnesota Valley","Department of Natural Resources State Park","DNR","State Recreation Area",TRUE,"Winter-2019",4344
"Minnesota Valley","Department of Natural Resources State Park","DNR","State Recreation Area",TRUE,"Winter-2020",2639
"Minnesota Valley","Department of Natural Resources State Park","DNR","State Recreation Area",TRUE,"Winter-2021",5800
"Minnesota Valley","Department of Natural Resources State Park","DNR","State Recreation Area",TRUE,"Winter-2022",578
"Mississippi Gateway","Metropolitan Regional Park System","Three Rivers Park District","Regional Park",TRUE,"Fall-2018",13875
"Mississippi Gateway","Metropolitan Regional Park System","Three Rivers Park District","Regional Park",TRUE,"Fall-2019",13851
"Mississippi Gateway","Metropolitan Regional Park System","Three Rivers Park District","Regional Park",TRUE,"Fall-2020",21196
"Mississippi Gateway","Metropolitan Regional Park System","Three Rivers Park District","Regional Park",TRUE,"Fall-2021",19077
"Mississippi Gateway","Metropolitan Regional Park System","Three Rivers Park District","Regional Park",TRUE,"Spring-2018",16748
"Mississippi Gateway","Metropolitan Regional Park System","Three Rivers Park District","Regional Park",TRUE,"Spring-2019",22295
"Mississippi Gateway","Metropolitan Regional Park System","Three Rivers Park District","Regional Park",TRUE,"Spring-2020",36912
"Mississippi Gateway","Metropolitan Regional Park System","Three Rivers Park District","Regional Park",TRUE,"Spring-2021",29277
"Mississippi Gateway","Metropolitan Regional Park System","Three Rivers Park District","Regional Park",TRUE,"Summer-2018",36829
"Mississippi Gateway","Metropolitan Regional Park System","Three Rivers Park District","Regional Park",TRUE,"Summer-2019",36071
"Mississippi Gateway","Metropolitan Regional Park System","Three Rivers Park District","Regional Park",TRUE,"Summer-2020",53519
"Mississippi Gateway","Metropolitan Regional Park System","Three Rivers Park District","Regional Park",TRUE,"Summer-2021",38223
"Mississippi Gateway","Metropolitan Regional Park System","Three Rivers Park District","Regional Park",TRUE,"Winter-2018",4014
"Mississippi Gateway","Metropolitan Regional Park System","Three Rivers Park District","Regional Park",TRUE,"Winter-2019",5660
"Mississippi Gateway","Metropolitan Regional Park System","Three Rivers Park District","Regional Park",TRUE,"Winter-2020",5518
"Mississippi Gateway","Metropolitan Regional Park System","Three Rivers Park District","Regional Park",TRUE,"Winter-2021",9117
